Key,Film Title,Year,Production,Type,Topic,Plot Summary
tai ping chun,太平春,1950,Wenhua Film Company,Feature,9,解放前，在浙东某小镇，裁缝刘金发之女凤英与徒工张根宝相爱并订婚。地主恶霸赵老爷要强娶风英为妾。刘裁缝不答应，赵就勾结国民党军队的王团长，把根宝抓去当壮丁。刘不知这是赵设下的圈套，去求赵营救。赵乘机要挟凤英嫁他，凤英为了救根宝，被迫应允。根宝回来后，知道了自己被释放的原因，他不愿凤英为他牺牲，劝她一同逃走。凤英怕连累父亲，不肯答应。根宝和抬花轿的王大毛等设计，在结婚那天，当花轿抬到城外时，大毛等让凤英随根宝一起逃走。赵得不到凤英，勾结王团长把刘裁缝和王大毛等抓进了监狱。这时，人民解放军已渡过长江，赵准备逃命，但无法携带细软，于是放了刘裁缝，利用刘的谨慎忠厚，花言巧语骗其答应替他保管财物，并送刘裁缝一笔金银作为酬谢。解放后，风英和根宝回到家乡准备结婚。刘裁缝要用代赵保管财物的酬金给女儿办喜事。凤英与根宝则劝他将这笔财物交公，刘裁缝照办了，因而受到人民政府的表扬与奖励。
si xiang wen ti,思想问题,1950,Wenhua Film Company,Feature,8,上海解放初期，一群出身不同、思想复杂的知识分子进入华东人民革命大学学习。小组长李振威工作积极，但有急性病，恨不得一下子就使自己领导的小组变成模范组。偏偏这一组同学的思想情况特别复杂。有前来镀金、目空一切的美国奴化教育培养出来的大学生周正华；有国民党反动军队中的连长胡彪；有造谣生事的特务何祥瑞；有以学习来混饭吃的公务员于志让；有只知吃喝玩乐来赶时髦的都市女郎袁美霞；有整天只晓得打架胡闹的地主儿子王长生。开始李振威认为周正华的思想顽固，加上何祥瑞、胡彪的挑拨，周正华找班部赵主任企图大闹一场，他更觉得周的思想无法改造。但在赵主任的批评教育下，周开始有了转变。经过三个月的学习，每个人都有不同程度的进步。地主儿子入了团；反动连长主动交出了枪支；特务也坦白了自己的罪行；其余的人也都有了很大进步，大家都参加了革命工作。李振威也克服了急躁的毛病。
wo zhe yi bei zi,我这一辈子,1950,Wenhua Film Company,Feature,12,一个奉公守法的北京旧警察{QUOTE}我{QUOTE}，晚年时回忆他五十年来经历的往事：{LINE_CUT}清朝末年，{QUOTE}我{QUOTE}二十多岁，失了业，经同院巡警赵大爷介绍，当了清朝政府的巡警。当时清兵腐败，杀人放火，奸淫掳掠，无人敢管。不久，在武昌爆发了孙中山领导的国民革命军起义，推翻了清朝的封建统治。{QUOTE}我{QUOTE}这时被派在一位秦大人家里当门警，目睹秦大人的骄奢淫佚，贪污腐化，原来抱的希望，渐渐有点茫然了。一九一九年爆发了反帝反封建的{QUOTE}五四{QUOTE}运动。秦大人倒了台。{QUOTE}我{QUOTE}升了巡警，并结识了学生运动领袖申远。没过几年，秦大人又上台了。{QUOTE}我{QUOTE}又被派在秦家公馆当门警。秦大人的官做得更大，势派比以前更阔，但老百姓却更穷了。{QUOTE}我{QUOTE}被降为三等警察，妻子也死了，留下女儿大妞和儿子海福，生活更加艰难。这时，各地又闹起了革命党，秦大人四处抓革命党，{QUOTE}我{QUOTE}在一次风声紧急时，放走了申远。不久，中国统一了，五色旗换成了青天白日旗。女儿大妞有了婆家。儿子海福也当了国民党政府的警察，他跟申远的关系很好。在日寇侵华期间，国民党政府不抵抗，祖国的大好河山被日寇占领。海福的未婚妻小玉，也被抓去慰劳日军，{QUOTE}我{QUOTE}束手无策。海福经申远介绍，参加了共产党领导的八路军。之后，申远不幸被捕入狱。抗战胜利后，国民党、汉奸窃取了胜利果实。{QUOTE}我{QUOTE}因儿子参加八路军，被抓进了监狱。在狱中碰见了申远，经申远的启发、教育，{QUOTE}我{QUOTE}终于从错误的认识中清醒过来。北京解放后，{QUOTE}我{QUOTE}找到了儿子，并参加了革命队伍。
fu shi (1950),腐蚀,1950,Wenhua Film Company,Feature,0,抗日战争时期，上海一女青年赵惠明由于追求精神和物质享受，与丈夫张小昭分了手。不久，赵结识了一个叫希强的青年，并和他发生了关系。后来赵发现希原来是一个特务。不久，赵又被希所抛弃。她自己也卷入特务组织而不能自拔，搞情报，当间谍，出卖色相，干了一系列特务勾当。一次，赵奉命侦察分手多年的丈夫、共产党员张小昭的活动，她非常矛盾，正在无计可施时，张已被特务机关逮捕。她又受命去收买张。在狱中，她为张坚强不屈的精神所感动，决心把张救出，以赎前罪。她的企图被特务头目识破，被降级调到沙坪坝做检查邮信的工作。在沙坪坝学校，她认识了一个叫安兰的女学生，也是无意中失足落入特务机关的，她从安兰身上看见了自己从前的影子，引起很大震动。这时，传来张小昭慷慨就义的消息，当她看到张小昭留给她的一封遗书，要她跳出火坑，重新作人时，她悔恨交加，终于醒悟过来，带着安兰一同回到解放区的故乡。
gui hua,鬼话,1951,Northeast Film Studio,Feature,5,反动的一贯道会头子想通过封建会道门来破坏抗美援朝运动，他们派爪牙装神弄鬼、散布谣言、蛊惑人心。农民周成过去被骗参加过一贯道，这次又被他们散布的那套鬼话吓唬住了。周成的妹妹小荣是个少先队员，她不相信一贯道编造的谣言。一天，小荣假装肚子痛，她跟哥哥周成开玩笑，说是因为得罪了仙佛的原故才惹起病来的。这时，周成的远亲、一贯道的特务爪牙有福装扮鬼怪，恐吓周家。民兵闻讯赶来搜查，终于抓到了装鬼的有福，周成方知受了骗。
xin er nv ying xiong zhuan,新儿女英雄传,1951,Beijing Film Studio,Feature,7,一九三七年{QUOTE}七·七{QUOTE}事变后，冀中白洋淀地区农民经常遭到败兵土匪的骚扰。八路军来到后，领导农民减租减息，抗日自卫。农民牛大水参加了人民武装，作战勇敢，工作积极。他的远亲杨小梅不堪丈夫张金龙的虐待，也参加了革命，与牛大水同村工作。经小梅争取，张金龙也参加了抗日工作，后又随汉奸何世雄投敌，小梅因此决定与他脱离关系。在敌人{QUOTE}大扫荡{QUOTE}中，杨小梅受伤，牛大水为救民兵高屯儿，被张金龙捕去，何世雄、张金龙对他施以酷刑，他坚贞不屈。此时高屯儿俘获了何世雄的儿子何狗皮，迫使何世雄换人，将牛大水救了回来。牛大水回来后与小梅同在一处养伤，他们互相帮助，感情益深，伤愈后，又一起打击敌人。不久，小梅得到何世雄部撤退的消息，牛大水带领民兵进行围击，活捉了何世雄、张金龙。
shan bei mu ge,陕北牧歌,1951,Beijing Film Studio,Feature,1,一九三五年，陕北高原卧牛镇的农民不堪忍受地主和国民党军队的压迫，暗地里组织了赤卫队，等待着红军来打寨子。白军邱团长和地主张瑞堂下令搜查红军工作人员。红军老李被团丁们追逐着，放羊娃成宝娃和白秀兰把老李藏在羊群中，骗过敌人。一天，白军抢走了成宝娃的两只羊，地主张瑞堂要枪毙成宝娃，白秀兰的父亲白海旺要用女儿心爱的手镯去赔偿地主的两只羊，党支部书记马三宝带来了乡亲们的捐款，救回了成宝娃。成宝娃参加了游击队。后来，地主张瑞堂要把成宝娃的干妹子白秀兰送给邱团长做妾，老李带领赤卫队救回被抢走的秀兰。不久刘志丹领导的陕北红军与游击队会合，进攻卧牛镇，马三宝领着赤卫队作内应，攻下卧牛镇，打垮了盘踞该镇的蒋军，成宝娃亲手击毙了恶霸地主张瑞堂。卧牛镇的农民分到了土地，成宝娃和白秀兰结了婚，最后，两人都参加了红军。
zou xiang xin zhong guo,走向新中国,1951,Beijing Film Studio,Feature,6,冶金工程师常为梁从美国留学归来，在国民党黑暗统治的旧中国，他的{QUOTE}工业救国{QUOTE}理想破灭了。常工程师的内弟许敏认识到{QUOTE}搞工业首先要搞好中国{QUOTE}，便毅然投奔解放区。常工程师虽然对国民党不满，但对共产党也不了解，因此异常苦闷、消沉。不久他所住的城市解放了，常工程师很兴奋。后来，由于某些工人不尊重技术人员，引起他的不快和消极，他更加看不到工人的力量。为增加生产，厂里决定修复三号马丁炉。常工程师机械地照搬书本上的一套，结果没有成功。工人们反对他的理论，主张自己干，结果也失败了。军代表一方面教育工人，一方面用事实说服常工程师，帮他提高了觉悟。随后，他与工人结合起来，修复了马丁炉。正当马丁炉出第一炉钢时，国民党的飞机来轰炸，马丁炉只好停火，钢水凝固了，常工程师想办法使钢水化开。新中国成立后，常工程师的改革计划被批准，他成了新中国的积极建设者。
nv si ji,女司机,1951,Shanghai Film Studio,Feature,4,东北解放后，中长铁路大连机务段正在训练第一批女司机。领导她们的陆师傅有轻视妇女的思想，对教妇女学开火车没信心。孙桂兰文化水平低，学习有困难，党支部就派积极分子小张帮助她，她进步很快。冯小梅因成绩好，看不起孙桂兰，提出要在检查机车的考试竞赛里，向孙桂兰挑战。孙桂兰为了大家进步，同意分组搞集体竞赛，结果孙桂兰小组获胜，冯小梅只顾个人成绩而使全组落后了。在最后一次单独掌握机车考试的时候，冯小梅很骄傲地开着火车，半路上，突然发现一辆骡车倒在铁轨上，她一时不知怎么办，慌了手脚，幸亏孙桂兰勇敢沉着地搬动运转机，使火车停住，才避免事故发生。冯小梅很受感动，认识到自己闹个人主义是不对的。陆师傅也克服了轻视妇女的思想。在党的领导下，在苏联专家谢道夫和周技师的帮助下，女学员们不怕困难，努力钻研，终于掌握了技术，成为新中国第一批女司机。
tuan jie qi lai dao ming tian,团结起来到明天,1951,Shanghai Film Studio,Feature,0,上海解放前夕，某纱厂工人在地下党组织领导下展开罢工斗争。开始，工人们的斗争情绪非常高涨，但由于对困难估计不足，斗争受到一些损失。纱厂地下党支部书记张世芳在紧要关头，因势利导，避免了更大规模的流血牺牲，保存了力量。为了掩护地下党组织和工人斗争的需要，张世芳机智地打入黄色工会。国民党党棍周高明为了在竞选中拉选票，收去了全厂工人的身份证，导致全厂工人的罢工。敌人进行血腥镇压，全市工人和学生进行声援，使罢工获得胜利。随后，解放军进逼上海，国民党反动派企图运走物资、破坏工厂机器。张世芳组织工人进行护厂斗争，粉碎了敌人的阴谋。
sheng li chong feng,胜利重逢,1951,Shanghai Film Studio,Feature,0,青年农民耿海林为了办好婚事，把家里仅有的一亩八分地押给地主柴大肚子。柴大肚子勾结崔保长把地白白吞占了。耿海林新婚不久，又被抓去当兵，受尽蒋军军官的欺压。日本投降后，国民党反动派大举向解放区进攻，耿海林被运往东北打内战。他被解放后，编入东北民主联军。经教育，他逐渐改掉了由国民党的军队里带来的恶习，并成为战斗英雄。我大军南下时，耿海林来到家乡，看到家乡的一切都变了，开始他疑心妻子银杏已经改嫁，也不认识自己的亲生儿子。经过一些误会，最后才与妻儿团聚。耿海林的家乡经过土改，斗倒了地主柴大肚子，一家四口人分到十二亩地和一头黄牛，但不共戴天的仇人柴大肚子却逃到南方。为了保卫胜利果实，不让反动派复辟，耿海林又随大军南下杀敌。
shang rao ji zhong ying,上饶集中营,1951,Shanghai Film Studio,Feature,1,一九四一年一月，国民党反动派制造了震惊中外的{QUOTE}皖南事变{QUOTE}，新四军将士六、七百人被俘，和东南各省被捕的爱国人士二、三百人一起被国民党反动派关在上饶集中营，遭受残酷迫害。特务用诱骗、酷刑等手段，强迫他们{QUOTE}悔过{QUOTE}、{QUOTE}自首{QUOTE}，均未得逞。被俘的新四军女战士施珍被轮奸致残，但她始终不向反动派低头。小学教员苏琳最初经受不住精神上的折磨，在施珍的帮助和鼓舞下，她坚强了起来，特务为了恐吓她，把她带去陪绑，苏琳宁死不屈，最后随同施珍跳进潭水。特务为了分化瓦解革命者，伪造了一个新四军组织部长赵宏{QUOTE}自首{QUOTE}的宣言，使一些不明真相的人受骗。但赵宏仍然毫不动摇，对党忠心耿耿，使敌人的这一阴谋破产了。一九四二年五月，日寇进逼金华、衢州时，国民党特务裹胁被俘人员南撤，行至赤石，被俘人员在地下党组织的领导下暴动成功。
